id_terminal,id_cliente,segmento_cliente,setor_cliente,modelo,data_registro
11781382-5,4011845826034084,Varejistas,Postos de Gasolina,SP930,2023-11-09
85075031-8,1376815118567243,Grandes contas,Postos de Gasolina,D195,2023-10-19
46800617-2,1307221138690871,Empreendedores,Farmacias,S920C,2023-05-27
32777840-8,7998136462251790,Empreendedores,Restaurantes,D195,2022-09-15
13477539-9,7360776336911289,Varejistas,Tecnologia,L400,2024-05-15
67358443-3,9476511861564099,Varejistas,Postos de Gasolina,S920C,2021-04-02
45567457-4,4907938841368528,Empreendedores,Tecnologia,ME60,2021-07-03
14028257-9,9739641789969860,Empreendedores,Farmacias,S920C,2024-11-13
57016900-2,9712847818913718,Grandes contas,Mercados,L300,2023-04-10
78673518-6,7811096598455766,Varejistas,Farmacias,L400,2021-08-17
12417530-7,1522047277901043,Grandes contas,Farmacias,L300,2025-03-25
56596314-2,6209906931963039,Empreendedores,Restaurantes,S920,2023-03-09
90490546-3,9527536749785249,Grandes contas,Tecnologia,S920C,2021-01-07
73732408-3,0622122427677462,Grandes contas,Shoppings,D195,2025-09-21
53434689-2,7284765704120092,Grandes contas,Tecnologia,SP930,2022-01-04
15606948-3,1219656523413899,Grandes contas,Postos de Gasolina,D195,2024-05-26
46651195-0,4829878192147498,Varejistas,Automotivos,S920C,2021-08-30
22821119-8,6312819648253110,Empreendedores,Tecnologia,ME60,2024-03-17
17708195-7,2554665905151864,Empreendedores,Mercados,D195,2021-10-18
52224123-4,2214188805929622,Varejistas,Farmacias,ME60,2025-08-07
64987632-6,1034699673311677,Empreendedores,Tecnologia,D195,2022-05-12
43616714-9,3077046117295963,Varejistas,Farmacias,L400,2024-03-25
47788847-9,1220190725873393,Grandes contas,Tecnologia,L400,2022-03-31
72912509-0,2025825431832812,Varejistas,Padarias,S920,2022-11-04
62738391-3,2197199758172461,Empreendedores,Automotivos,S920C,2025-06-16
14868579-6,0578617063048913,Empreendedores,Automotivos,S920C,2021-10-30
56825671-1,6873045195778255,Empreendedores,Padarias,S920C,2022-12-18
45736712-6,1637050049332672,Varejistas,Farmacias,ME60,2022-07-08
66316430-2,4716560945653469,Empreendedores,Automotivos,D195,2024-06-14
95213155-1,0575639836520375,Varejistas,Tecnologia,SP930,2022-03-02
30306739-6,2020417929111799,Empreendedores,Farmacias,S920,2024-03-27
31448774-7,7990053669332763,Empreendedores,Automotivos,D195,2024-06-22
85073253-9,6717957602437573,Varejistas,Padarias,ME60,2021-01-07
31748148-7,6177067368205068,Empreendedores,Restaurantes,S920,2023-05-11
43410601-5,7112218231555165,Varejistas,Postos de Gasolina,S920,2021-09-01
38614516-7,9614973153911498,Grandes contas,Shoppings,SP930,2022-02-16
72826785-1,0358690170740392,Varejistas,Tecnologia,D195,2024-05-10
41952672-4,6991329357538481,Grandes contas,Tecnologia,S920C,2021-01-22
28879978-3,6182070669010792,Varejistas,Mercados,ME60,2024-06-07
81005505-3,5560767616453454,Empreendedores,Mercados,S920,2025-01-11
50764409-7,4817006661554164,Varejistas,Mercados,L400,2025-11-14
88836674-7,5927282709081441,Grandes contas,Postos de Gasolina,S920,2023-02-03
77322690-6,9890749935981255,Varejistas,Shoppings,SP930,2021-08-31
42937053-4,3565179624096496,Grandes contas,Automotivos,L300,2021-05-13
52400515-8,4171581021312512,Empreendedores,Shoppings,ME60,2022-11-24
43240062-5,1397187072867908,Varejistas,Automotivos,LIO V3,2024-08-09
11432528-9,5966048736826911,Empreendedores,Mercados,S920,2021-07-08
75658972-6,5013320344956071,Varejistas,Padarias,L300,2022-07-22
14984544-6,2753046374549904,Varejistas,Farmacias,LIO V3,2025-05-06
12461731-9,4489880315388824,Varejistas,Postos de Gasolina,S920C,2021-09-09
52918791-0,9816934060883561,Varejistas,Farmacias,LIO V3,2024-10-25
77625693-4,2020304232277521,Varejistas,Restaurantes,S920C,2024-09-18
79454239-5,2727955969051502,Varejistas,Farmacias,L300,2021-09-01
67551416-4,9712847818913718,Empreendedores,Farmacias,D195,2025-11-23
96056922-2,3717086494269420,Grandes contas,Padarias,D195,2021-09-19
84512376-5,0306951657121186,Varejistas,Shoppings,L300,2023-08-16
19966994-0,2086567566184438,Empreendedores,Padarias,L400,2021-01-21
97871695-9,1286823004786863,Empreendedores,Automotivos,LIO V3,2024-03-17
17276163-3,2380617445187053,Empreendedores,Padarias,S920C,2023-03-06
12633359-6,4435962458701204,Empreendedores,Mercados,LIO V3,2024-07-25
44696042-0,4859532593993379,Varejistas,Mercados,S920,2024-02-07
39241677-8,7009841643770217,Varejistas,Farmacias,S920C,2021-10-04
10507455-1,4171581021312512,Grandes contas,Padarias,D195,2023-01-15
74170039-0,1475336952474665,Empreendedores,Automotivos,L300,2024-05-22
46116215-5,4519082611035659,Varejistas,Mercados,S920,2025-03-29
73211863-4,8920388065333153,Grandes contas,Padarias,L300,2021-06-10
89560229-9,7524014843991062,Varejistas,Automotivos,L400,2021-07-05
80004440-3,2603362027558214,Empreendedores,Restaurantes,S920,2024-09-17
18629601-0,8764019185488064,Varejistas,Shoppings,ME60,2023-11-30
17680760-4,7743326831901302,Grandes contas,Automotivos,SP930,2022-11-26
96331936-2,5783756816784340,Empreendedores,Farmacias,S920C,2025-10-01
95863254-7,0194425892225606,Varejistas,Postos de Gasolina,ME60,2022-07-24
26844607-8,3857368011923603,Empreendedores,Postos de Gasolina,ME60,2021-09-13
95456010-0,5975729273186830,Empreendedores,Automotivos,LIO V3,2022-05-18
16766972-3,8776945314737996,Grandes contas,Automotivos,S920,2021-06-06
49432235-2,2144773244913421,Varejistas,Farmacias,L400,2023-09-26
12234176-4,0604886932055340,Empreendedores,Shoppings,S920,2023-12-19
59447161-9,8018498042537337,Empreendedores,Automotivos,L300,2024-01-01
29869353-7,1483335401127283,Empreendedores,Mercados,LIO V3,2024-11-04
62269576-5,2207201970842874,Varejistas,Padarias,LIO V3,2024-05-29
26111256-9,6291279908811729,Grandes contas,Automotivos,L400,2025-03-07
81707308-8,9180172260164597,Varejistas,Farmacias,S920,2024-04-01
27976106-4,0245301239847230,Empreendedores,Farmacias,ME60,2022-07-01
63247955-3,9025912046372162,Varejistas,Postos de Gasolina,D195,2023-07-24
93369614-4,3656183359748768,Grandes contas,Restaurantes,S920C,2023-07-09
91135186-7,4071469714797341,Grandes contas,Tecnologia,L400,2024-09-09
70087745-4,1991843113266115,Grandes contas,Farmacias,L400,2022-06-20
91414105-9,8593213596183073,Empreendedores,Shoppings,SP930,2021-04-13
13227565-0,5380884267233990,Empreendedores,Automotivos,D195,2025-06-05
63841648-2,2673899756341085,Varejistas,Farmacias,SP930,2025-09-15
23994332-3,6627501526974420,Grandes contas,Tecnologia,S920,2023-06-13
72936837-6,9997737939579551,Grandes contas,Shoppings,S920,2021-07-27
55984637-7,8982604180952175,Empreendedores,Farmacias,S920C,2023-06-21
96223499-5,0084840862118233,Grandes contas,Restaurantes,S920,2023-12-08
66800324-8,9281615814876963,Empreendedores,Postos de Gasolina,L300,2023-08-12
33726895-6,9241150509699613,Varejistas,Farmacias,LIO V3,2025-10-26
84534128-9,2086567566184438,Grandes contas,Restaurantes,D195,2025-11-12
14696523-6,6129965082695826,Grandes contas,Shoppings,ME60,2025-08-09
43138304-7,6715605879052244,Empreendedores,Farmacias,D195,2021-08-30
20369912-6,2788165803928272,Empreendedores,Padarias,ME60,2025-03-31
16454285-3,2066604853123443,Varejistas,Postos de Gasolina,L300,2023-10-23
33156305-4,2689996269708386,Varejistas,Shoppings,S920C,2022-10-23
71438058-3,1750961701595919,Varejistas,Padarias,L400,2024-05-15
93645168-8,6781126691215353,Grandes contas,Postos de Gasolina,SP930,2024-10-06
59807975-6,1295651887114860,Grandes contas,Restaurantes,SP930,2025-09-15
97497841-3,0072024559102451,Empreendedores,Automotivos,S920,2024-10-19
18225976-2,9404389836403761,Grandes contas,Tecnologia,ME60,2021-02-04
78731672-0,4575757475833920,Varejistas,Postos de Gasolina,L300,2021-05-07
94182687-1,2506420768362536,Empreendedores,Restaurantes,L300,2022-04-21
88446428-5,7243426617979688,Varejistas,Padarias,S920C,2021-03-18
92191342-0,3167045023290282,Varejistas,Padarias,S920,2021-04-24
51541933-9,2300915618298036,Varejistas,Tecnologia,LIO V3,2024-11-22
83035190-3,5092711526105370,Grandes contas,Shoppings,D195,2023-07-04
37427210-1,3203197899901140,Grandes contas,Shoppings,L300,2024-02-08
30944246-8,1447867428021889,Grandes contas,Mercados,S920,2023-06-24
74682077-6,0037917693676320,Empreendedores,Shoppings,LIO V3,2023-01-21
60432382-7,9193511745553706,Empreendedores,Shoppings,L300,2024-06-18
32862637-7,7223989830650312,Varejistas,Mercados,S920C,2021-06-02
20827848-7,5652715598354116,Grandes contas,Shoppings,L300,2023-08-27
73727025-7,2748979177633427,Grandes contas,Padarias,L400,2024-01-16
24873566-1,2626367850898977,Varejistas,Farmacias,S920C,2022-05-19
14404289-2,6008347612898993,Empreendedores,Tecnologia,S920,2022-07-16
56524884-9,4790986361527695,Grandes contas,Automotivos,S920C,2023-07-12
57652235-6,7896951930485277,Grandes contas,Shoppings,ME60,2022-01-05
43368961-0,8167046861114576,Grandes contas,Farmacias,D195,2024-12-26
66442575-4,3710307372607201,Varejistas,Padarias,L300,2023-08-26
64733982-6,9738818273063435,Varejistas,Padarias,SP930,2022-12-08
45224683-4,5089273961597640,Empreendedores,Postos de Gasolina,SP930,2024-02-18
34279710-2,5491773260968568,Varejistas,Farmacias,LIO V3,2025-02-11
40656954-8,4450020268387890,Empreendedores,Farmacias,D195,2024-05-12
86790148-0,4795137116241124,Varejistas,Automotivos,ME60,2021-05-04
94797689-3,0502218169814134,Empreendedores,Tecnologia,SP930,2024-06-13
46704887-9,1170303763715398,Grandes contas,Postos de Gasolina,L300,2024-08-08
70400210-8,9462093556103995,Varejistas,Postos de Gasolina,SP930,2025-03-05
39889595-7,3028655052241142,Varejistas,Tecnologia,L300,2021-04-19
24220676-6,0669849027703843,Grandes contas,Postos de Gasolina,S920,2021-06-09
86916252-1,1218052579599004,Varejistas,Mercados,LIO V3,2023-02-24
20152539-6,2210401648188044,Grandes contas,Shoppings,S920,2023-03-30
47033311-9,8167663420834812,Varejistas,Postos de Gasolina,LIO V3,2024-01-03
35347748-7,2835999400410847,Varejistas,Mercados,S920C,2022-07-15
55217218-6,4933965049627322,Varejistas,Mercados,S920,2024-08-29
43360060-7,4975374057144695,Grandes contas,Automotivos,SP930,2024-08-27
68540931-7,5886792529858567,Empreendedores,Shoppings,ME60,2021-08-08
50286246-9,8262045053315869,Empreendedores,Mercados,ME60,2024-06-29
99802619-8,9473864631752071,Empreendedores,Restaurantes,SP930,2024-06-18
99482460-0,7698198780927045,Empreendedores,Farmacias,S920,2021-10-27
18010458-8,5014556168147214,Grandes contas,Shoppings,L300,2025-09-12
67930276-8,0493665380274812,Varejistas,Shoppings,LIO V3,2023-08-02
99522701-3,9842189142693765,Grandes contas,Postos de Gasolina,L400,2024-11-11
81057213-2,1700327628058777,Empreendedores,Mercados,D195,2024-07-22
73031725-3,8467908701872600,Empreendedores,Mercados,LIO V3,2021-11-01
86573538-2,9473864631752071,Empreendedores,Restaurantes,ME60,2021-08-21
92756039-2,3461762313361094,Empreendedores,Restaurantes,ME60,2024-11-08
97329601-2,6171366572240299,Varejistas,Padarias,L300,2022-05-03
24005936-9,4450020268387890,Grandes contas,Farmacias,L400,2025-05-16
58752121-1,0119875617868800,Varejistas,Farmacias,S920,2024-10-21
51470676-6,4475631121380782,Empreendedores,Restaurantes,ME60,2021-02-27
76716184-8,4551293913044881,Grandes contas,Farmacias,S920,2024-12-24
18571345-8,4219933083301657,Varejistas,Restaurantes,ME60,2022-05-09
25826745-8,1966395517208496,Varejistas,Tecnologia,SP930,2021-04-30
55853489-9,4475631121380782,Varejistas,Restaurantes,L300,2024-07-07
16980556-4,4071469714797341,Varejistas,Automotivos,L300,2023-11-07
77576135-9,9688276970409531,Varejistas,Postos de Gasolina,S920C,2021-05-24
72098694-0,9825071461125457,Empreendedores,Postos de Gasolina,L300,2023-04-03
59721143-2,3877583336477041,Empreendedores,Padarias,ME60,2022-10-14
98616493-9,3334680072290349,Empreendedores,Automotivos,L300,2023-06-21
17706466-2,0252094523759795,Grandes contas,Shoppings,SP930,2023-10-20
92751260-8,5994264076089530,Varejistas,Postos de Gasolina,S920,2022-10-27
40870477-4,3465472269848583,Empreendedores,Postos de Gasolina,L300,2022-04-08
69363501-8,2026656862959125,Grandes contas,Shoppings,S920,2021-07-09
14049667-7,1220190725873393,Varejistas,Mercados,LIO V3,2023-11-02
17401221-6,1467741862565270,Varejistas,Shoppings,S920,2024-07-26
55492758-7,8963834657871331,Varejistas,Mercados,S920,2022-02-19
88803431-6,7924632037476775,Grandes contas,Tecnologia,S920,2023-07-08
54323220-4,4102547179899488,Grandes contas,Postos de Gasolina,S920,2021-03-26
77137203-9,3183933529042284,Varejistas,Shoppings,L300,2025-04-03
56029957-2,2428617892571402,Grandes contas,Shoppings,D195,2022-03-20
93701086-5,6678809376165228,Empreendedores,Padarias,D195,2023-05-02
83903008-0,3939578654362718,Varejistas,Padarias,L300,2022-11-24
50696489-7,9404389836403761,Grandes contas,Mercados,L300,2021-10-02
13588414-6,2038862175080196,Empreendedores,Automotivos,S920,2025-08-04
97681326-7,2723626693351342,Varejistas,Padarias,SP930,2025-03-25
99602084-1,9812831800366602,Grandes contas,Farmacias,LIO V3,2023-09-25
29787890-5,7516136968164535,Varejistas,Padarias,SP930,2025-07-04
70437744-2,2557701715772459,Varejistas,Farmacias,S920C,2024-08-27
70016368-6,0506149731032417,Varejistas,Padarias,S920,2023-01-28
55556058-4,6659184638655779,Empreendedores,Postos de Gasolina,S920C,2022-08-06
56246137-1,3434857133996276,Grandes contas,Shoppings,SP930,2023-01-23
38255743-3,3422856283723722,Varejistas,Mercados,L400,2024-07-21
82639943-5,4982182744857086,Empreendedores,Postos de Gasolina,L300,2022-05-07
39605202-2,2618402578703686,Empreendedores,Automotivos,SP930,2021-05-25
88782824-1,6229521797056603,Varejistas,Padarias,ME60,2022-11-06
54334643-5,1724447232290310,Varejistas,Tecnologia,L400,2023-06-26
87833530-2,4633891562415285,Empreendedores,Automotivos,S920C,2025-06-12
88390358-8,1076226838851606,Empreendedores,Mercados,L400,2021-11-23
63024090-7,3836806014579232,Empreendedores,Tecnologia,L300,2024-12-19
34473033-9,2036930914015273,Varejistas,Shoppings,S920,2025-11-02
35448269-8,1806200730242662,Varejistas,Automotivos,S920C,2025-09-14
95778213-9,4794592351638326,Grandes contas,Postos de Gasolina,LIO V3,2021-05-09
28174100-9,0910903267149498,Varejistas,Farmacias,SP930,2023-04-20
37072414-7,4945104625069296,Varejistas,Restaurantes,D195,2022-05-27
31019034-1,1443010614452996,Grandes contas,Restaurantes,D195,2025-03-02
87893509-3,2932896340646867,Grandes contas,Mercados,D195,2022-08-16
98547693-8,9975711305548851,Grandes contas,Automotivos,D195,2023-09-25
76550843-5,6811939781459009,Grandes contas,Shoppings,S920,2021-01-20
96134233-8,0431715578521979,Empreendedores,Padarias,S920,2022-01-01
73505691-3,0975923045018961,Empreendedores,Restaurantes,LIO V3,2023-10-15
13180485-7,6631669687403304,Varejistas,Tecnologia,LIO V3,2022-07-05
19362037-5,7432600559550178,Grandes contas,Restaurantes,L400,2024-01-28
23881462-7,3984028914161284,Grandes contas,Shoppings,L400,2023-04-18
48586041-2,5010558391115320,Grandes contas,Mercados,L400,2023-12-04
30088249-5,4344375758441986,Varejistas,Postos de Gasolina,SP930,2023-06-10
22875525-5,2912127756185374,Varejistas,Shoppings,L400,2024-10-23
13966457-6,7101226916697848,Grandes contas,Tecnologia,S920,2021-12-22
19758685-9,0265647711588218,Varejistas,Farmacias,LIO V3,2025-06-10
74189476-0,8303485736540449,Empreendedores,Shoppings,LIO V3,2024-10-02
33336028-8,4493534874016400,Grandes contas,Restaurantes,L300,2022-03-22
41576689-1,4896780826493121,Empreendedores,Mercados,L400,2021-01-17
97878527-2,6760083505830033,Grandes contas,Shoppings,D195,2023-01-12
25956147-6,9670742153193625,Grandes contas,Farmacias,LIO V3,2022-02-28
30915021-4,2673899756341085,Empreendedores,Farmacias,S920C,2022-09-19
48375209-1,8856274806611262,Grandes contas,Tecnologia,L300,2025-02-21
91818981-6,7046226567661825,Varejistas,Tecnologia,S920,2025-04-29
15067887-0,4217518878179415,Grandes contas,Padarias,SP930,2025-09-09
93371431-4,1778528922680182,Grandes contas,Postos de Gasolina,L400,2021-01-08
17201351-7,2316979206754939,Empreendedores,Automotivos,S920C,2024-03-30
77726720-5,8713752988322012,Empreendedores,Automotivos,S920,2025-03-09
25749208-5,7970509754510526,Grandes contas,Farmacias,L300,2024-08-03
45886856-4,1277822102179821,Grandes contas,Automotivos,LIO V3,2021-07-11
45101901-4,7548138666754858,Varejistas,Automotivos,LIO V3,2023-08-15
47299640-2,0868034764472649,Empreendedores,Padarias,S920,2022-03-09
36660033-7,9900094065658234,Grandes contas,Automotivos,S920,2023-06-08
71399117-4,8129142834110809,Grandes contas,Farmacias,L400,2021-04-23
88667093-6,1786376731625265,Grandes contas,Postos de Gasolina,S920,2025-11-30
57794440-2,2462095200461526,Varejistas,Restaurantes,S920,2024-07-06
38274202-8,9740233868608357,Grandes contas,Restaurantes,LIO V3,2021-06-21
48108288-5,6484494116318732,Grandes contas,Restaurantes,D195,2025-07-17
80429023-6,6433026509962183,Grandes contas,Automotivos,S920,2025-06-04
63870443-2,7179890223790065,Empreendedores,Mercados,LIO V3,2023-07-27
35026042-1,9924687144693995,Grandes contas,Shoppings,D195,2024-06-17
50073227-2,1373714503118026,Empreendedores,Mercados,SP930,2022-11-05
86535615-6,8757215862415027,Grandes contas,Shoppings,L300,2025-10-21
28148921-3,2912127756185374,Varejistas,Padarias,ME60,2021-06-07
16174094-8,5609406714878310,Empreendedores,Tecnologia,D195,2021-06-26
30025540-5,7526772233060463,Empreendedores,Mercados,SP930,2021-09-02
73702238-1,1826068887189813,Grandes contas,Postos de Gasolina,S920C,2025-01-16
92939975-9,6964546553585125,Empreendedores,Automotivos,L400,2021-05-20
48631003-2,6604641978575851,Empreendedores,Tecnologia,ME60,2023-10-22
66175717-0,7360776336911289,Varejistas,Padarias,S920,2023-02-25
90716968-3,7229812099576572,Empreendedores,Mercados,L400,2025-10-02
69538978-8,9499939330517289,Grandes contas,Postos de Gasolina,L400,2022-03-07
32374171-1,8516225936488208,Grandes contas,Shoppings,S920,2022-04-19
53804537-9,8389359538280405,Empreendedores,Farmacias,ME60,2022-07-25
61678540-5,2883904733145461,Varejistas,Farmacias,ME60,2024-12-13
93707299-5,2232822282408475,Varejistas,Padarias,LIO V3,2024-06-16
81181605-0,6192372450184819,Empreendedores,Automotivos,ME60,2024-08-17
65106866-3,4575757475833920,Grandes contas,Mercados,SP930,2022-07-30
97416138-8,7309850344651241,Varejistas,Postos de Gasolina,D195,2022-05-09
21783411-8,6398554743553795,Empreendedores,Shoppings,LIO V3,2021-05-20
93258457-6,5877712151342284,Empreendedores,Farmacias,L400,2022-01-04
70822899-9,6755125427820797,Empreendedores,Automotivos,S920,2024-11-05
59883574-5,4739862214051318,Empreendedores,Padarias,S920C,2023-11-21
41123094-1,2154544702296044,Grandes contas,Farmacias,S920C,2021-10-11
26874157-0,4525733090740635,Empreendedores,Tecnologia,S920,2021-10-28
87332687-9,1291828518161255,Varejistas,Automotivos,LIO V3,2023-04-22
12856174-2,6627501526974420,Grandes contas,Farmacias,SP930,2023-01-05
99949951-3,8406665800439735,Grandes contas,Farmacias,LIO V3,2023-08-25
24314418-8,5538151827238264,Grandes contas,Padarias,L300,2025-10-03
92435995-9,3510046277657256,Varejistas,Padarias,L300,2022-01-13
68960108-9,5332227393899204,Grandes contas,Postos de Gasolina,L400,2022-07-13
57905434-3,9136964804073730,Varejistas,Mercados,D195,2022-04-26
78442251-3,9408429069690452,Grandes contas,Mercados,S920C,2021-08-09
68616351-1,3368844431069872,Empreendedores,Automotivos,ME60,2021-10-15
17044401-8,5478872874315274,Empreendedores,Automotivos,L400,2024-05-21
35280582-8,6914193960610471,Grandes contas,Farmacias,L400,2025-01-28
57543646-3,7146950935555702,Grandes contas,Farmacias,L400,2024-06-09
38403396-2,4290018513279724,Empreendedores,Postos de Gasolina,SP930,2021-03-19
80351767-4,7170586509480141,Empreendedores,Automotivos,S920,2025-02-14
86762936-3,9025476022069535,Empreendedores,Farmacias,D195,2022-08-17
68626417-1,1348548420353160,Empreendedores,Tecnologia,L400,2021-06-18
49541181-7,1910090040476921,Empreendedores,Postos de Gasolina,LIO V3,2022-03-27
43580483-8,5421689421044789,Varejistas,Shoppings,S920,2022-10-06
53287862-9,0223461446627633,Varejistas,Restaurantes,D195,2023-07-16
93000272-4,4225831323705895,Empreendedores,Automotivos,S920C,2024-05-05
97692956-9,4469317294763808,Varejistas,Automotivos,S920C,2022-04-17
31319091-7,4413432756041776,Grandes contas,Mercados,S920C,2025-11-19
71541402-2,3626084639756154,Grandes contas,Restaurantes,L400,2021-03-02
35896771-3,5355609320489964,Empreendedores,Padarias,S920,2023-01-01
58483068-3,4466574374896910,Varejistas,Restaurantes,ME60,2023-03-28
23089264-8,0466196399076769,Empreendedores,Tecnologia,SP930,2024-09-09
64501425-6,6153473552896112,Empreendedores,Tecnologia,ME60,2022-03-30
31662928-3,0048964652809242,Grandes contas,Automotivos,L400,2023-04-15
10800826-0,8222694053967275,Empreendedores,Postos de Gasolina,SP930,2024-12-18
50308369-7,3849791620223288,Empreendedores,Mercados,L400,2021-09-13
16022852-5,9258796434745245,Grandes contas,Padarias,ME60,2021-01-27
48982170-6,0269524991187734,Varejistas,Mercados,D195,2025-02-04
73941683-3,8343779824021168,Varejistas,Mercados,LIO V3,2025-11-04
50823438-0,4423647921499010,Grandes contas,Shoppings,S920,2021-08-28
22888770-4,5931033700894234,Grandes contas,Tecnologia,ME60,2025-01-23
68656013-6,2026656862959125,Grandes contas,Restaurantes,D195,2022-11-05
61556281-4,4792542218834581,Grandes contas,Padarias,S920,2024-02-11
59399772-4,6720073429390773,Varejistas,Tecnologia,ME60,2024-03-08
39014988-6,9327272812916350,Empreendedores,Farmacias,L400,2023-11-17
91979982-9,8982604180952175,Empreendedores,Tecnologia,S920,2022-04-15
40350155-8,9008899114160091,Varejistas,Shoppings,D195,2025-01-03
54105176-7,6573762426622549,Varejistas,Tecnologia,D195,2021-02-14
18043280-9,3368844431069872,Varejistas,Shoppings,SP930,2021-05-01
15452809-0,2230706594805316,Varejistas,Automotivos,ME60,2025-06-13
61845608-7,1715160252986707,Grandes contas,Restaurantes,LIO V3,2023-03-12
81877447-6,9793183997984914,Varejistas,Postos de Gasolina,L400,2021-08-25
75812955-4,5777118372742209,Varejistas,Shoppings,LIO V3,2025-06-18
25471133-1,2489558770062394,Varejistas,Mercados,SP930,2025-02-02
16170371-5,9497969586780555,Varejistas,Farmacias,S920C,2022-08-24
81872177-7,0604805892583206,Varejistas,Restaurantes,S920C,2021-03-23
41171048-5,8170361007701773,Empreendedores,Padarias,D195,2023-04-13
32006205-1,2428617892571402,Grandes contas,Shoppings,LIO V3,2021-11-03
54927309-5,7851586734257540,Grandes contas,Postos de Gasolina,D195,2023-11-02
72131205-6,3430980500978820,Grandes contas,Mercados,SP930,2025-01-19
16099108-6,3743567027728715,Varejistas,Automotivos,S920,2022-12-16
69745642-0,9135775949299556,Grandes contas,Tecnologia,L400,2021-02-27
69004961-7,1368593152621074,Empreendedores,Shoppings,D195,2024-05-16
15475529-9,2621745961586578,Varejistas,Padarias,S920C,2021-11-12
83097247-2,2929501437483093,Empreendedores,Farmacias,S920,2022-01-26
68413847-7,0128331955897990,Grandes contas,Mercados,ME60,2021-12-07
83310676-3,8718671708049293,Varejistas,Tecnologia,L300,2022-05-23
20710416-0,5855749062796024,Empreendedores,Automotivos,D195,2025-05-10
84760461-9,6144776186870479,Varejistas,Farmacias,D195,2021-03-09
68295588-1,1027769749956412,Empreendedores,Shoppings,L300,2024-01-22
90142911-5,4225831323705895,Varejistas,Shoppings,S920C,2022-03-23
53908553-4,4469317294763808,Varejistas,Restaurantes,L400,2022-06-19
99880660-5,2124139369678976,Empreendedores,Automotivos,ME60,2023-01-15
13966953-3,8831141470123503,Empreendedores,Postos de Gasolina,ME60,2023-09-21
76951469-6,0613638527789561,Grandes contas,Padarias,L300,2021-04-25
22682362-4,2818325381793355,Varejistas,Restaurantes,LIO V3,2022-05-23
32169008-5,6085641118242241,Empreendedores,Farmacias,L300,2021-09-09
90571364-3,3296762916032484,Varejistas,Restaurantes,D195,2021-12-30
69118335-8,6371834404963919,Varejistas,Tecnologia,S920,2025-05-12
94658540-1,9967080897474859,Varejistas,Mercados,ME60,2023-08-07
32287003-7,6562774021572312,Varejistas,Postos de Gasolina,D195,2024-02-12
14608723-8,7673820974619177,Grandes contas,Padarias,ME60,2024-12-15
32305372-4,3836806014579232,Empreendedores,Mercados,LIO V3,2024-12-02
60423032-7,5089273961597640,Grandes contas,Restaurantes,L300,2025-11-16
99393215-1,3034778660324204,Empreendedores,Postos de Gasolina,ME60,2024-11-09
81503272-0,2351161559407816,Grandes contas,Padarias,S920,2022-10-12
50004437-7,4893252880957015,Grandes contas,Padarias,ME60,2023-09-10
42880141-7,0420439407016451,Empreendedores,Mercados,ME60,2023-05-25
58913920-7,5405153195205852,Empreendedores,Restaurantes,D195,2025-07-02
10577326-8,8092550213060906,Grandes contas,Mercados,ME60,2023-06-26
22300792-8,4527353642357004,Varejistas,Tecnologia,L300,2022-12-04
62491677-7,5574696606065274,Varejistas,Tecnologia,LIO V3,2021-11-24
23249444-9,2603362027558214,Varejistas,Restaurantes,ME60,2022-08-01
39134138-3,9627519346389012,Empreendedores,Farmacias,ME60,2022-02-03
89592266-9,2522372817932302,Grandes contas,Restaurantes,ME60,2025-06-01
36383160-1,1678598444088959,Varejistas,Padarias,D195,2024-11-03
16944435-1,5166608123927884,Empreendedores,Postos de Gasolina,S920,2021-04-21
41755400-9,2995704726426121,Varejistas,Mercados,S920,2025-11-20
26477859-0,7035067578968335,Empreendedores,Shoppings,D195,2023-08-14
47808938-1,9997419267649215,Varejistas,Padarias,D195,2024-10-13
58284174-3,7204888680418693,Grandes contas,Restaurantes,L400,2025-12-05
42529801-6,8729758598831030,Grandes contas,Restaurantes,L300,2025-10-20
90260177-4,5294471619827348,Grandes contas,Shoppings,SP930,2021-07-04
69193052-2,9753585238600304,Grandes contas,Shoppings,L400,2024-03-30
66105652-0,3234159597752441,Varejistas,Restaurantes,L400,2022-04-29
73067554-0,1061735631631297,Empreendedores,Automotivos,SP930,2025-01-10
94856901-4,3286301122008484,Empreendedores,Restaurantes,S920C,2025-07-10
28722826-6,9374529912419049,Varejistas,Tecnologia,S920C,2021-04-16
72130359-8,2047196094097052,Varejistas,Tecnologia,L300,2025-11-29
29507722-7,4767976438156149,Empreendedores,Mercados,SP930,2022-02-03
37594352-6,0279371452111751,Empreendedores,Shoppings,S920C,2025-03-05
43186557-6,7673820974619177,Grandes contas,Farmacias,ME60,2024-12-07
31462628-7,4450020268387890,Empreendedores,Postos de Gasolina,S920,2022-10-04
94515079-6,0219150576449747,Varejistas,Tecnologia,S920C,2025-02-20
45487678-8,9641049670667033,Grandes contas,Postos de Gasolina,SP930,2025-03-03
75848897-1,4209494079290490,Empreendedores,Postos de Gasolina,S920,2021-11-18
45524607-3,7698198780927045,Grandes contas,Mercados,S920,2023-12-05
94178443-2,4985601256253135,Grandes contas,Automotivos,L400,2024-12-23
79003005-0,3325411076095431,Empreendedores,Mercados,D195,2024-06-11
89012683-7,8525482421838545,Varejistas,Restaurantes,D195,2025-07-04
65839647-5,2428617892571402,Varejistas,Restaurantes,LIO V3,2021-02-25
