id_chamado,id_terminal,id_cliente,tipo_chamado,motivo_chamado,data_abertura_chamado,data_fechamento_chamado
774238629,39652877-3,4103865719182619,MANUTENCAO,PROBLEMA NO LEITOR,2025-12-15,2025-12-16
189561421,46003469-9,3597177170305687,MANUTENCAO,MAQUINA NAO LIGA,2025-07-20,2025-07-24
163301663,71429471-7,4336447026327676,MANUTENCAO,PROBLEMA NO LEITOR,2022-06-15,2022-06-17
163545169,26935536-5,6150420598685697,SUPORTE,OUTROS,2025-10-13,2025-10-16
824346355,58348794-1,9479851583281826,MANUTENCAO,PROBLEMA NO LEITOR,2024-09-07,2024-09-08
786720976,76659467-6,5798687277434873,SUPORTE,MAQUINA NAO LIGA,2025-12-08,2025-12-11
310023956,29050217-6,9323800436475846,MANUTENCAO,PROBLEMA NA TELA,2025-10-16,2025-10-18
268145411,63825117-3,1262643956784460,MANUTENCAO,PROBLEMA COM TECLADO,2025-02-16,2025-02-20
380314434,45778035-2,5155973714708272,SUPORTE,PROBLEMA COM TECLADO,2024-10-09,2024-10-14
114342173,61200602-3,7496599052702599,SUPORTE,MAQUINA NAO LIGA,2025-09-20,2025-09-24
799034848,18036728-8,2766372395041027,MANUTENCAO,PROBLEMA COM TECLADO,2025-12-24,2025-12-25
267906720,46852787-5,6871568910977978,SUPORTE,PROBLEMA COM TECLADO,2024-05-29,2024-06-01
969988898,79252703-0,9740233868608357,MANUTENCAO,PROBLEMA NO LEITOR,2025-03-08,2025-03-18
341253881,20369912-6,2788165803928272,MANUTENCAO,PROBLEMA NA BATERIA,2025-12-10,2025-12-12
388308127,93561987-4,3753582107288780,SUPORTE,PROBLEMA NA BATERIA,2024-09-03,2024-09-05
783896404,18164213-8,0027221425731609,MANUTENCAO,MAQUINA NAO LIGA,2024-10-09,2024-10-14
701398483,71787122-9,3508424319839248,MANUTENCAO,PROBLEMA NO LEITOR,2025-10-20,2025-10-22
656355355,20827848-7,5652715598354116,MANUTENCAO,PROBLEMA COM CONEXAO,2025-10-18,2025-10-19
308980319,39743745-3,5931033700894234,SUPORTE,PROBLEMA NA BATERIA,2025-03-25,2025-03-27
562291206,42186497-0,9335389222471193,MANUTENCAO,PROBLEMA NO LEITOR,2025-11-01,2025-11-07
899173010,90686827-4,4800226425972055,SUPORTE,MAQUINA NAO LIGA,2025-02-08,2025-02-10
323737562,65594754-5,4760948377402928,MANUTENCAO,PROBLEMA NA BATERIA,2024-12-23,2024-12-28
824188717,12997249-4,2673204413845960,SUPORTE,MAQUINA NAO LIGA,2025-11-30,2025-12-07
319449814,69306246-2,0170363094423860,SUPORTE,PROBLEMA COM CONEXAO,2024-08-21,2024-08-23
243696756,56866275-3,7890751991981775,SUPORTE,OUTROS,2025-05-20,2025-05-22
415795677,44510135-5,5107409131117861,MANUTENCAO,PROBLEMA NO LEITOR,2024-10-16,2024-10-18
510880387,38330916-0,2700934596262282,MANUTENCAO,PROBLEMA COM TECLADO,2021-12-18,2021-12-19
464202975,48301522-6,2102053950240268,SUPORTE,PROBLEMA NO LEITOR,2025-09-25,2025-10-01
844973131,95946269-3,9647598762202341,MANUTENCAO,PROBLEMA COM TECLADO,2024-10-28,2024-10-30
562071878,91674162-8,9900277291084507,MANUTENCAO,PROBLEMA NO LEITOR,2022-04-22,2022-04-23
293575601,65818452-6,8042479600094091,MANUTENCAO,PROBLEMA NO LEITOR,2024-07-05,2024-07-15
726562262,57559274-9,8514936899809402,MANUTENCAO,MAQUINA NAO LIGA,2024-10-16,2024-10-18
393252175,23108919-8,5766808950491086,MANUTENCAO,PROBLEMA COM TECLADO,2025-10-21,2025-10-24
915872716,51025856-9,2128671632346729,MANUTENCAO,OUTROS,2023-02-02,2023-02-04
668314508,74198514-0,0659401399049027,MANUTENCAO,MAQUINA NAO LIGA,2024-12-23,2024-12-24
297600127,94915983-6,6789973080695814,MANUTENCAO,PROBLEMA NO LEITOR,2025-09-29,2025-09-30
370800886,90094777-3,9571646821003709,MANUTENCAO,PROBLEMA NA TELA,2025-04-03,2025-04-09
932580603,29050217-6,9323800436475846,MANUTENCAO,PROBLEMA NA TELA,2024-05-24,2024-05-26
719562826,62925815-6,8920388065333153,MANUTENCAO,OUTROS,2025-11-02,2025-11-03
665210285,76570663-9,2135800401041459,MANUTENCAO,PROBLEMA NA TELA,2025-11-26,2025-11-27
984910327,50552928-5,4499758586188817,SUPORTE,PROBLEMA COM CONEXAO,2024-05-01,2024-05-03
797943326,30967087-6,6792287772519966,MANUTENCAO,PROBLEMA COM TECLADO,2025-03-27,2025-03-28
275479369,43211214-3,5137098593174612,MANUTENCAO,PROBLEMA NA TELA,2025-08-10,2025-08-14
455519881,69236768-1,6306670059946966,SUPORTE,PROBLEMA COM CONEXAO,2025-08-31,2025-09-02
346317004,26249337-1,6805891135290965,SUPORTE,PROBLEMA NA BATERIA,2025-02-20,2025-02-26
752931130,11846916-8,9659171357852945,MANUTENCAO,PROBLEMA NO LEITOR,2025-05-25,2025-05-31
752717609,44124033-0,2197199758172461,MANUTENCAO,PROBLEMA NA TELA,2023-04-26,2023-04-27
501991696,36383160-1,1678598444088959,MANUTENCAO,PROBLEMA COM TECLADO,2025-06-30,2025-07-01
742781996,54402470-9,7971775170166088,MANUTENCAO,PROBLEMA COM TECLADO,2025-08-22,2025-08-28
318691607,55660172-1,7939981615381168,MANUTENCAO,OUTROS,2024-12-30,2025-01-03
553278434,75573877-3,4829878192147498,SUPORTE,PROBLEMA NA TELA,2023-09-14,2023-09-19
755904592,69363501-8,2026656862959125,SUPORTE,PROBLEMA NA TELA,2021-12-02,2021-12-07
679260450,50647686-0,7359774688623924,SUPORTE,PROBLEMA COM CONEXAO,2023-03-26,2023-03-28
386602691,53208806-5,2648333679608289,MANUTENCAO,MAQUINA NAO LIGA,2025-12-12,2025-12-31
376081789,91399222-8,7175455884506159,MANUTENCAO,PROBLEMA NA TELA,2025-01-11,2025-01-17
198549007,15417187-5,9425652906032020,MANUTENCAO,PROBLEMA NA TELA,2025-07-22,2025-07-24
732643229,40080495-4,2086780856271875,MANUTENCAO,PROBLEMA NA TELA,2025-08-24,2025-08-30
562863519,35896771-3,5355609320489964,MANUTENCAO,PROBLEMA COM TECLADO,2025-12-06,2025-12-09
710409222,90102255-6,6871568910977978,MANUTENCAO,PROBLEMA NO LEITOR,2024-10-17,2024-10-20
704735169,85316790-3,3246872203733784,MANUTENCAO,PROBLEMA NO LEITOR,2021-07-20,2021-07-22
328152309,43186557-6,7673820974619177,MANUTENCAO,PROBLEMA COM CONEXAO,2025-09-01,2025-09-02
254971891,74791014-2,1221503965586819,MANUTENCAO,PROBLEMA COM TECLADO,2025-07-11,2025-07-16
802425849,13943458-7,4717099917381684,MANUTENCAO,PROBLEMA NA TELA,2025-05-01,2025-05-03
620012327,21444897-8,8553595205610067,MANUTENCAO,PROBLEMA COM CONEXAO,2025-06-03,2025-06-04
307480354,95516622-0,7731268812282178,MANUTENCAO,PROBLEMA NA BATERIA,2025-09-16,2025-09-18
330575563,54077927-1,4994717464887719,MANUTENCAO,PROBLEMA COM CONEXAO,2025-10-17,2025-10-18
718025499,94945584-7,4842294057202590,MANUTENCAO,PROBLEMA COM TECLADO,2025-11-23,2025-11-26
101518796,81411562-0,6428131909248762,MANUTENCAO,PROBLEMA COM CONEXAO,2023-06-08,2023-06-10
134760465,94694682-3,6729466711684577,MANUTENCAO,MAQUINA NAO LIGA,2023-05-10,2023-05-16
987923330,65897491-7,8787535778811616,MANUTENCAO,PROBLEMA NO LEITOR,2025-12-01,2025-12-07
367419986,49856452-4,1848947697357790,MANUTENCAO,PROBLEMA COM TECLADO,2025-08-16,2025-08-19
450076985,19967616-5,9198480870170867,SUPORTE,PROBLEMA NA TELA,2025-06-25,2025-06-26
569047079,34867891-3,5129578606940960,MANUTENCAO,PROBLEMA COM CONEXAO,2025-08-04,2025-08-06
384524396,15106640-7,8356743000389608,SUPORTE,PROBLEMA NO LEITOR,2025-11-23,2025-11-25
918247621,13960994-9,3703824073333732,SUPORTE,PROBLEMA NO LEITOR,2024-12-10,2024-12-20
304376017,61834221-2,8660416448595922,MANUTENCAO,PROBLEMA NA TELA,2022-10-17,2022-10-19
646350860,28515794-6,9262654347591604,MANUTENCAO,PROBLEMA COM TECLADO,2025-06-13,2025-06-16
339410982,72373566-1,6042276346019153,MANUTENCAO,MAQUINA NAO LIGA,2025-10-12,2025-10-17
586805297,92869225-7,8066470703850360,SUPORTE,PROBLEMA COM CONEXAO,2025-11-28,2025-12-07
898070327,68302872-2,3849830220502099,MANUTENCAO,OUTROS,2024-10-17,2024-10-19
309845548,70233917-7,9196570132902278,MANUTENCAO,PROBLEMA NO LEITOR,2024-08-10,2024-08-11
834050757,81333850-4,4088067089870920,MANUTENCAO,PROBLEMA NA TELA,2025-12-27,2025-12-30
795247852,48307019-9,4895478769899927,SUPORTE,PROBLEMA NO LEITOR,2023-06-19,2023-06-26
582223323,36009611-9,7726903265513276,MANUTENCAO,OUTROS,2024-04-15,2024-04-19
407130520,35252711-3,7256292693358951,MANUTENCAO,PROBLEMA NO LEITOR,2025-06-11,2025-06-13
610052031,66748428-4,1249125652373415,MANUTENCAO,PROBLEMA COM TECLADO,2025-10-22,2025-10-24
591232287,48828353-1,3326170505835345,MANUTENCAO,PROBLEMA COM CONEXAO,2025-10-11,2025-10-12
489465422,97096340-6,4759443485295377,MANUTENCAO,PROBLEMA NO LEITOR,2025-12-19,2025-12-21
487793984,54046668-3,8319348918003814,MANUTENCAO,OUTROS,2025-04-06,2025-04-07
994653447,11781382-5,4011845826034084,SUPORTE,PROBLEMA COM TECLADO,2024-03-14,2024-03-18
399154657,22259939-4,3613407451713395,MANUTENCAO,OUTROS,2024-11-12,2024-11-16
800363962,61888758-0,8780661545985866,MANUTENCAO,PROBLEMA NO LEITOR,2024-11-17,2024-11-20
251178499,76117451-4,2883904733145461,MANUTENCAO,PROBLEMA COM TECLADO,2024-05-02,2024-05-08
165945538,15825206-3,7435031365024916,MANUTENCAO,PROBLEMA COM CONEXAO,2025-06-16,2025-06-23
249201215,90936129-9,2369149611287942,MANUTENCAO,PROBLEMA COM CONEXAO,2025-11-14,2025-11-23
247186005,35113062-1,6182070669010792,MANUTENCAO,PROBLEMA NA BATERIA,2023-03-06,2023-03-09
202999067,29804555-0,5554654268368437,MANUTENCAO,PROBLEMA COM CONEXAO,2025-10-10,2025-10-12
174768375,94818933-0,9454490149542770,SUPORTE,PROBLEMA COM CONEXAO,2025-02-22,2025-02-23
107529766,58372382-6,3565418028825212,SUPORTE,MAQUINA NAO LIGA,2025-05-15,2025-05-17
721762995,57713851-8,2944203158925849,MANUTENCAO,PROBLEMA NA TELA,2025-06-08,2025-06-09
897633397,26132729-2,5690448467332291,MANUTENCAO,PROBLEMA NA TELA,2025-12-26,2025-12-29
339843153,63931151-4,9816934060883561,MANUTENCAO,MAQUINA NAO LIGA,2025-09-07,2025-09-12
531048651,82883547-1,3510046277657256,SUPORTE,PROBLEMA NA BATERIA,2025-11-12,2025-11-17
892735594,30369249-4,9743946408822309,MANUTENCAO,MAQUINA NAO LIGA,2025-12-16,2025-12-21
136142180,67381014-5,2748979177633427,MANUTENCAO,OUTROS,2023-05-22,2023-05-23
395081175,74611183-2,3286342556383000,MANUTENCAO,MAQUINA NAO LIGA,2024-06-19,2024-06-20
117499397,79713695-7,8053100330923271,MANUTENCAO,PROBLEMA NO LEITOR,2024-02-03,2024-02-11
267164793,99904623-5,5972634755752250,SUPORTE,PROBLEMA NO LEITOR,2025-02-23,2025-02-24
188167423,37011848-6,7974163656045006,SUPORTE,PROBLEMA NA BATERIA,2025-10-22,2025-10-27
359628703,62914246-0,7334270866882634,SUPORTE,PROBLEMA COM TECLADO,2021-12-29,2021-12-31
774484044,61808983-4,7743326831901302,MANUTENCAO,OUTROS,2022-11-18,2022-11-20
879006158,98267503-8,2354940128974325,MANUTENCAO,PROBLEMA NA BATERIA,2025-12-02,2025-12-05
468633572,94856901-4,3286301122008484,MANUTENCAO,OUTROS,2025-11-15,2025-11-26
461526814,45917350-4,2850719612933213,SUPORTE,MAQUINA NAO LIGA,2024-11-05,2024-11-06
280966661,86955662-0,1500141884216309,MANUTENCAO,PROBLEMA NA BATERIA,2025-09-12,2025-09-14
832073801,28973437-7,1010276078195164,MANUTENCAO,OUTROS,2025-03-24,2025-03-31
189068236,98728841-0,8053100330923271,MANUTENCAO,MAQUINA NAO LIGA,2025-03-24,2025-03-25
140284992,72733114-0,6163881687851856,MANUTENCAO,MAQUINA NAO LIGA,2024-04-28,2024-05-04
190143242,36437571-6,7203859340153641,MANUTENCAO,PROBLEMA COM CONEXAO,2024-01-09,2024-01-12
871089537,27650951-5,9684364538044210,MANUTENCAO,PROBLEMA COM TECLADO,2024-02-09,2024-02-10
425646471,86668481-4,7894332763990460,MANUTENCAO,PROBLEMA NO LEITOR,2025-09-02,2025-09-05
864421963,59807975-6,1295651887114860,SUPORTE,OUTROS,2025-11-12,2025-11-15
965969126,63037683-4,5291876831608271,SUPORTE,PROBLEMA COM TECLADO,2025-02-26,2025-03-01
181396324,34589016-2,9821506489090100,MANUTENCAO,MAQUINA NAO LIGA,2025-02-24,2025-03-01
868122719,65824971-1,4926999699648997,SUPORTE,PROBLEMA NA BATERIA,2025-03-04,2025-03-09
141923018,34164746-3,6880316647951279,SUPORTE,MAQUINA NAO LIGA,2024-10-18,2024-10-21
567707933,18357567-3,9632595327877470,MANUTENCAO,MAQUINA NAO LIGA,2024-11-02,2024-11-09
994801977,68841475-0,9488218849680664,MANUTENCAO,PROBLEMA COM CONEXAO,2024-10-15,2024-10-17
618557144,23302118-6,7350476392831995,MANUTENCAO,PROBLEMA NO LEITOR,2025-11-26,2025-11-30
966922434,45101901-4,7548138666754858,MANUTENCAO,PROBLEMA NA BATERIA,2025-01-07,2025-01-08
846831166,43085901-5,6008017986778231,MANUTENCAO,OUTROS,2023-06-19,2023-06-20
295277697,96090588-9,1826068887189813,SUPORTE,PROBLEMA NA TELA,2025-02-14,2025-02-15
476659437,37008204-9,0120471372711759,MANUTENCAO,PROBLEMA COM TECLADO,2022-03-13,2022-03-16
625252102,98704837-2,2026656862959125,MANUTENCAO,PROBLEMA COM CONEXAO,2025-09-08,2025-09-09
179046877,69215610-0,3717086494269420,MANUTENCAO,PROBLEMA NA TELA,2024-10-08,2024-10-09
716722757,10914257-2,7223989830650312,MANUTENCAO,OUTROS,2024-12-30,2025-01-10
269085039,31141902-3,2353693785477725,SUPORTE,PROBLEMA NA BATERIA,2025-12-27,2025-12-29
203162528,62421588-6,7170586509480141,SUPORTE,PROBLEMA NA TELA,2024-09-25,2024-09-29
377307170,56053199-7,6511921457445203,SUPORTE,PROBLEMA NO LEITOR,2025-09-28,2025-09-29
317249720,51672802-6,5107409131117861,MANUTENCAO,PROBLEMA COM CONEXAO,2024-09-03,2024-09-04
608099970,48691398-2,7082317146199539,MANUTENCAO,MAQUINA NAO LIGA,2024-04-23,2024-04-24
832493585,94151089-0,3752431069033119,SUPORTE,MAQUINA NAO LIGA,2025-11-19,2025-11-25
408032620,96001439-2,0618091901581449,MANUTENCAO,PROBLEMA NO LEITOR,2021-12-24,2021-12-26
290800938,53100975-3,0356243958739592,MANUTENCAO,PROBLEMA NA BATERIA,2025-10-19,2025-10-22
602162359,80509833-1,8095739405980260,SUPORTE,PROBLEMA NO LEITOR,2025-07-12,2025-07-14
784631548,97829994-8,3906540259985193,SUPORTE,PROBLEMA NA TELA,2024-02-01,2024-02-06
692305256,99029782-3,2251272670866656,MANUTENCAO,OUTROS,2025-09-17,2025-09-25
195298395,73199814-9,3955905992937842,MANUTENCAO,MAQUINA NAO LIGA,2024-12-20,2025-01-05
104487200,38221330-2,7980660392051460,MANUTENCAO,MAQUINA NAO LIGA,2025-11-21,2025-11-26
563536720,85180751-7,4035076955593558,MANUTENCAO,PROBLEMA NA TELA,2025-10-20,2025-10-21
489670533,55729151-1,9046100792304660,MANUTENCAO,PROBLEMA COM TECLADO,2025-08-23,2025-08-24
417841824,88208534-5,1476607283268424,MANUTENCAO,PROBLEMA NA TELA,2025-11-25,2025-12-03
426044231,22161563-1,3091436391025743,SUPORTE,PROBLEMA COM TECLADO,2024-10-23,2024-10-24
672551183,92866241-6,7514975341157330,SUPORTE,PROBLEMA NO LEITOR,2024-05-03,2024-05-06
342673168,51189400-3,1889241418328569,SUPORTE,PROBLEMA NA TELA,2025-05-05,2025-05-11
324037113,29826155-7,9586841962332605,SUPORTE,PROBLEMA NO LEITOR,2025-09-28,2025-10-08
249056574,90003060-4,4580151764296280,SUPORTE,OUTROS,2025-09-27,2025-09-28
235356077,57791833-5,0868034764472649,MANUTENCAO,PROBLEMA NA BATERIA,2025-08-11,2025-08-14
203911978,37571480-3,3484864708213986,SUPORTE,PROBLEMA NA TELA,2025-07-31,2025-08-03
423610554,92186036-1,7833150321985965,MANUTENCAO,PROBLEMA NA BATERIA,2025-07-16,2025-07-17
677863545,43632299-9,6542140665044271,MANUTENCAO,MAQUINA NAO LIGA,2026-01-01,2026-01-05
528324819,66600116-1,1724447232290310,MANUTENCAO,PROBLEMA COM CONEXAO,2022-09-05,2022-09-09
977231933,43368961-0,8167046861114576,MANUTENCAO,PROBLEMA COM CONEXAO,2025-05-26,2025-05-27
746303897,63265752-1,4731584776863423,MANUTENCAO,PROBLEMA COM CONEXAO,2024-06-11,2024-06-13
654514868,57946297-9,5923613376052304,MANUTENCAO,PROBLEMA NA TELA,2025-07-21,2025-07-23
242931102,52741825-7,2328120679740344,MANUTENCAO,PROBLEMA COM CONEXAO,2024-07-17,2024-07-21
786181143,37594352-6,0279371452111751,MANUTENCAO,MAQUINA NAO LIGA,2025-12-12,2025-12-24
169911477,32166057-7,2778851905348640,SUPORTE,PROBLEMA NA TELA,2025-03-14,2025-03-18
228041327,28240107-3,2038750997700886,MANUTENCAO,PROBLEMA COM TECLADO,2024-06-03,2024-06-05
741547750,88836674-7,5927282709081441,MANUTENCAO,PROBLEMA COM TECLADO,2024-09-07,2024-09-10
874362491,73083793-5,4896780826493121,MANUTENCAO,OUTROS,2025-10-25,2025-10-29
617097386,21783411-8,6398554743553795,SUPORTE,PROBLEMA NA BATERIA,2023-10-20,2023-10-21
632730433,58878084-2,1367500942141052,SUPORTE,PROBLEMA NA BATERIA,2025-04-10,2025-04-17
555380997,19966994-0,2086567566184438,SUPORTE,PROBLEMA COM TECLADO,2021-10-28,2021-10-31
614328464,58532759-6,3486298579736383,MANUTENCAO,PROBLEMA NA TELA,2024-05-04,2024-05-07
385749305,12913446-7,8467357422332228,MANUTENCAO,PROBLEMA NO LEITOR,2025-04-16,2025-04-18
921779443,52113293-9,9617215052053531,SUPORTE,PROBLEMA COM TECLADO,2024-07-03,2024-07-06
818451376,66033448-4,8955465653170873,MANUTENCAO,PROBLEMA COM CONEXAO,2024-02-10,2024-02-11
311500611,53119878-0,4145456350200053,MANUTENCAO,PROBLEMA COM CONEXAO,2024-05-30,2024-05-31
272582145,24951680-0,7242388496965328,MANUTENCAO,OUTROS,2023-10-28,2023-11-01
905732321,65338281-9,9612190518812988,MANUTENCAO,PROBLEMA NA BATERIA,2025-03-20,2025-03-21
958252485,39652877-3,4103865719182619,MANUTENCAO,PROBLEMA NO LEITOR,2023-03-31,2023-04-03
656024870,63527492-0,1096789940539103,MANUTENCAO,PROBLEMA COM TECLADO,2025-01-23,2025-01-25
960645863,71877858-1,1349317967060558,MANUTENCAO,OUTROS,2024-02-18,2024-02-26
459042197,10765466-1,7844683414651113,MANUTENCAO,PROBLEMA NA TELA,2025-05-06,2025-05-10
768770505,17236601-8,9050965688267280,MANUTENCAO,PROBLEMA COM TECLADO,2025-12-02,2025-12-09
306620931,13712369-1,4489880315388824,MANUTENCAO,PROBLEMA COM CONEXAO,2024-10-02,2024-10-07
754167162,17583144-7,7279083350902542,MANUTENCAO,PROBLEMA COM CONEXAO,2025-12-18,2025-12-29
584483010,38077388-9,9809497698731379,SUPORTE,PROBLEMA NA TELA,2025-09-22,2025-09-23
866481326,93650470-3,5870894326983443,MANUTENCAO,PROBLEMA NA BATERIA,2025-06-15,2025-06-24
700524574,19089530-8,3857368011923603,SUPORTE,PROBLEMA NO LEITOR,2025-12-24,2025-12-25
973311748,84903574-1,5476818268323035,MANUTENCAO,MAQUINA NAO LIGA,2025-08-06,2025-08-07
381549401,44578937-6,2748467737826398,MANUTENCAO,PROBLEMA COM CONEXAO,2022-05-10,2022-05-11
717155183,42747613-1,6409891039091203,MANUTENCAO,PROBLEMA NA TELA,2024-11-15,2024-11-17
981740644,73862843-3,1773454757494902,MANUTENCAO,PROBLEMA NA BATERIA,2023-07-20,2023-07-24
360875827,54231976-7,1798178904633786,SUPORTE,OUTROS,2024-07-24,2024-08-01
454588001,26477859-0,7035067578968335,MANUTENCAO,PROBLEMA NA BATERIA,2024-08-31,2024-09-01
803978261,37140392-1,8514936899809402,MANUTENCAO,OUTROS,2024-08-25,2024-08-29
913426997,77625693-4,2020304232277521,MANUTENCAO,MAQUINA NAO LIGA,2025-06-28,2025-06-29
747022231,51411266-8,0184514627048281,MANUTENCAO,MAQUINA NAO LIGA,2024-03-23,2024-03-24
121475423,37893362-8,1723513739900631,MANUTENCAO,OUTROS,2025-08-09,2025-08-11
911931418,39750246-1,8182992299590010,MANUTENCAO,PROBLEMA NA BATERIA,2025-05-23,2025-05-26
728955311,76369319-1,1296180332426050,MANUTENCAO,PROBLEMA NO LEITOR,2025-05-16,2025-05-18
443625490,14384265-9,1367500942141052,MANUTENCAO,PROBLEMA NA TELA,2025-03-18,2025-03-19
718597981,89393857-4,5205664742312209,MANUTENCAO,PROBLEMA COM CONEXAO,2025-10-23,2025-10-25
826648358,66105652-0,3234159597752441,MANUTENCAO,PROBLEMA NO LEITOR,2024-11-01,2024-11-05
616614915,99543733-4,6589635957086199,MANUTENCAO,PROBLEMA COM CONEXAO,2025-04-02,2025-04-06
587876044,67381014-5,2748979177633427,MANUTENCAO,OUTROS,2023-07-28,2023-07-30
820932817,74828923-0,3793766997681608,MANUTENCAO,PROBLEMA COM CONEXAO,2025-10-19,2025-10-21
567208640,14982804-8,0356243958739592,MANUTENCAO,PROBLEMA NA TELA,2024-01-22,2024-01-23
418672352,54774913-3,6307028672020095,SUPORTE,MAQUINA NAO LIGA,2023-04-06,2023-04-09
276980818,54954891-3,1512048507665344,MANUTENCAO,PROBLEMA NO LEITOR,2025-09-21,2025-09-27
272215595,36829628-3,1097941224870987,MANUTENCAO,OUTROS,2023-10-23,2023-10-24
687354553,57902053-5,8415608213711842,MANUTENCAO,PROBLEMA COM TECLADO,2025-03-04,2025-03-06
218744863,59847583-5,1700327628058777,MANUTENCAO,PROBLEMA NA BATERIA,2025-03-29,2025-04-02
518846500,48526132-6,8110501476427896,MANUTENCAO,PROBLEMA NA BATERIA,2025-09-22,2025-10-11
936780100,37630104-9,8474134019293605,MANUTENCAO,PROBLEMA NA TELA,2025-11-28,2025-12-03
417157309,68650387-2,8548186746300099,MANUTENCAO,PROBLEMA COM CONEXAO,2025-09-14,2025-09-16
138163813,60099438-6,7403374499987093,MANUTENCAO,PROBLEMA NA TELA,2025-10-13,2025-10-14
195046199,86171554-7,4933965049627322,SUPORTE,OUTROS,2023-02-20,2023-02-26
800968584,78470470-7,0441040431566851,SUPORTE,MAQUINA NAO LIGA,2024-03-12,2024-03-13
731009483,91617990-7,0041589333528660,MANUTENCAO,OUTROS,2025-08-01,2025-08-03
792423440,18659744-6,9196570132902278,MANUTENCAO,PROBLEMA NO LEITOR,2022-08-25,2022-08-27
333655863,51460908-0,3530976691948962,MANUTENCAO,PROBLEMA NA BATERIA,2024-09-02,2024-09-05
911944997,21201866-1,7809733977671990,MANUTENCAO,MAQUINA NAO LIGA,2021-09-11,2021-09-12
778651168,58482724-8,4410079419324538,MANUTENCAO,PROBLEMA COM TECLADO,2025-10-10,2025-10-16
818904373,12633359-6,4435962458701204,MANUTENCAO,PROBLEMA NO LEITOR,2025-07-04,2025-07-08
481230867,68443141-5,5759887592129964,MANUTENCAO,PROBLEMA COM CONEXAO,2023-06-19,2023-06-21
516058192,35131787-7,2356178170321192,MANUTENCAO,PROBLEMA NO LEITOR,2024-11-06,2024-11-08
769150905,99416819-0,8908386379402654,MANUTENCAO,OUTROS,2025-12-07,2025-12-09
948940215,74553293-1,6794963830972361,SUPORTE,MAQUINA NAO LIGA,2025-11-02,2025-11-05
321456277,63386119-1,7599801110005155,MANUTENCAO,MAQUINA NAO LIGA,2025-03-22,2025-03-23
952208616,76416859-5,4871485524578715,MANUTENCAO,PROBLEMA COM CONEXAO,2025-11-08,2025-11-09
365712719,56664121-8,6112312616324888,MANUTENCAO,PROBLEMA NO LEITOR,2024-05-05,2024-05-07
153431035,62706682-1,2675318057631010,MANUTENCAO,PROBLEMA COM CONEXAO,2025-12-02,2025-12-07
617161016,29843056-8,6651364424936312,MANUTENCAO,PROBLEMA COM CONEXAO,2025-12-02,2025-12-11
388744005,56644169-5,3488933437518669,MANUTENCAO,PROBLEMA NO LEITOR,2024-11-20,2024-11-23
566765100,35110305-1,5699391426520120,SUPORTE,PROBLEMA NO LEITOR,2025-12-12,2025-12-17
928761299,87390294-5,2945116868548709,SUPORTE,PROBLEMA COM CONEXAO,2024-05-27,2024-06-01
797704711,56825671-1,6873045195778255,MANUTENCAO,MAQUINA NAO LIGA,2025-01-29,2025-02-02
975242387,69118335-8,6371834404963919,MANUTENCAO,PROBLEMA COM CONEXAO,2025-11-13,2025-11-17
230692436,45524607-3,7698198780927045,MANUTENCAO,PROBLEMA NO LEITOR,2025-01-07,2025-01-09
394129632,23827875-1,0442067883171210,MANUTENCAO,PROBLEMA NO LEITOR,2026-01-04,2026-01-05
491790455,91399222-8,7175455884506159,MANUTENCAO,PROBLEMA NA TELA,2024-10-15,2024-10-16
259201963,47084158-5,8129142834110809,SUPORTE,PROBLEMA COM CONEXAO,2024-10-19,2024-10-21
232780028,92186036-1,7833150321985965,MANUTENCAO,PROBLEMA NO LEITOR,2023-03-04,2023-03-07
665842922,82799639-2,1444718939530969,SUPORTE,PROBLEMA NA BATERIA,2025-11-25,2025-11-27
144974667,93025429-7,1759025176298334,MANUTENCAO,PROBLEMA COM CONEXAO,2024-11-18,2024-11-21
526365224,99735813-0,5337684187677600,MANUTENCAO,PROBLEMA COM TECLADO,2025-02-22,2025-02-23
747067838,80335189-2,7593586134174919,MANUTENCAO,PROBLEMA NA TELA,2025-11-04,2025-11-20
526823439,53100975-3,0356243958739592,MANUTENCAO,OUTROS,2022-05-05,2022-05-15
467122096,86621601-9,4551358727174306,MANUTENCAO,PROBLEMA COM CONEXAO,2025-05-07,2025-05-09
892191706,33021275-4,4907539989354492,MANUTENCAO,PROBLEMA NA TELA,2025-09-12,2025-09-16
491071246,17201351-7,2316979206754939,MANUTENCAO,PROBLEMA COM TECLADO,2025-11-30,2025-12-10
904856058,94731113-4,3878293102707903,MANUTENCAO,PROBLEMA NO LEITOR,2023-04-15,2023-04-20
558254754,38958668-4,3246872203733784,MANUTENCAO,PROBLEMA COM TECLADO,2021-12-30,2022-01-01
824138336,37952739-9,1172264147569001,SUPORTE,PROBLEMA NA TELA,2024-06-04,2024-06-08
385753005,40036422-6,7427054985788728,MANUTENCAO,PROBLEMA NA TELA,2023-08-27,2023-08-28
948822365,84148525-7,0290871827496804,SUPORTE,PROBLEMA NA TELA,2024-07-14,2024-07-18
532391888,34099882-6,7980660392051460,MANUTENCAO,OUTROS,2022-04-19,2022-04-23
112424456,52128097-5,7964416033288807,SUPORTE,PROBLEMA COM CONEXAO,2025-12-08,2025-12-09
762125989,43300444-6,4895478769899927,MANUTENCAO,PROBLEMA NA TELA,2022-04-29,2022-05-05
